A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Omar Khayyam	guess=movie	gold=	confidence=0.5338432382411605
Example:	Oronce Fine	guess=drug	gold=	confidence=0.29459285686546727
Example:	Osborne Reynolds	guess=person	gold=	confidence=0.2931846329682925
Example:	Otto Graham	guess=person	gold=	confidence=0.46276653762404596
Example:	Otto Manninen	guess=person	gold=	confidence=0.3871466469964673
Example:	Otto Sz�sz	guess=person	gold=	confidence=0.6414853872935031
Example:	Pamela A. Melroy	guess=movie	gold=	confidence=0.40465191231106495
Example:	Paolo Ruffini	guess=movie	gold=	confidence=0.38526296844160024
Example:	Paschal II	guess=company	gold=	confidence=0.5855809038301536
Example:	Patricia Cornwell	guess=person	gold=	confidence=0.5573578690589793
Example:	Patricia Ryan Nixon	guess=person	gold=	confidence=0.38141237717199467
Example:	Paul Barbarin	guess=person	gold=	confidence=0.9517748949814818
Example:	Paul C�zanne	guess=person	gold=	confidence=0.9636703270226845
Example:	Paul II	guess=person	gold=	confidence=0.8285501412742603
Example:	Paul Newman	guess=person	gold=	confidence=0.8711579712908429
Example:	Paul Signac	guess=person	gold=	confidence=0.8690821507314124
Example:	Pauline Frederick	guess=person	gold=	confidence=0.9166993316503446
Example:	Penny Okamoto	guess=movie	gold=	confidence=0.36419802803701057
Example:	Peter J. K. Wisoff	guess=person	gold=	confidence=0.9130653720691405
Example:	Petrus Josephus Wilhelmus Debye	guess=person	gold=	confidence=0.9348645923263339
Example:	Phidias	guess=person	gold=	confidence=0.47929911023420774
Example:	Pierre Gassendi	guess=person	gold=	confidence=0.9500531229749352
Example:	Pierre H�rigone	guess=person	gold=	confidence=0.9667441260096244
Example:	Pierre L�on Boutroux	guess=person	gold=	confidence=0.9749278273468565
Example:	Pierre Wantzel	guess=person	gold=	confidence=0.9573282154647983
Example:	Pierre de Maupertuis	guess=person	gold=	confidence=0.9355251251234296
Example:	Piers Bohl	guess=person	gold=	confidence=0.9576985258337719
Example:	Piers J. Sellers	guess=person	gold=	confidence=0.9907101883034056
Example:	Pius XII	guess=person	gold=	confidence=0.6019400691952063
Example:	Plotinus	guess=place	gold=	confidence=0.41838538486240096
Example:	Prince Rupprecht	guess=company	gold=	confidence=0.561970387184314
Example:	Proclus Diadochus	guess=drug	gold=	confidence=0.8350364771869698
Example:	Ptolemy	guess=drug	gold=	confidence=0.4032711410087077
Example:	Rachel Robinson	guess=person	gold=	confidence=0.3606926429686778
Example:	Ralph Waldo Emerson	guess=person	gold=	confidence=0.5541520656413809
Example:	Ramlah bint Abi Sufyan	guess=movie	gold=	confidence=0.44294301631973554
Example:	Ray Kroc	guess=person	gold=	confidence=0.4456953939862844
Example:	Ray Schalk	guess=person	gold=	confidence=0.42980825480157553
Example:	Ren� Thom	guess=person	gold=	confidence=0.5980737054469393
Example:	Ren� de Sluze	guess=person	gold=	confidence=0.7019774211660684
Example:	Richard C. Holbrooke	guess=person	gold=	confidence=0.847566944265099
Example:	Richard I	guess=person	gold=	confidence=0.7722337078355511
Example:	Richard M. Linnehan	guess=person	gold=	confidence=0.9262034065227616
Example:	Richard R. Ernst	guess=person	gold=	confidence=0.70399798974058
Example:	Richard W. Riley	guess=person	gold=	confidence=0.9159431761278012
Example:	Richard Yates	guess=person	gold=	confidence=0.7385971747682293
Example:	Robert B�r�ny	guess=person	gold=	confidence=0.9608103618385246
Example:	Robert Coffin	guess=person	gold=	confidence=0.7690081588639989
Example:	Robert D. Cabana	guess=person	gold=	confidence=0.8590974087094596
Example:	Robert Duvall	guess=person	gold=	confidence=0.9073798059339356
Example:	Robert O'Hara Burke	guess=person	gold=	confidence=0.8020925408409251
Example:	Robert Pilatus	guess=person	gold=	confidence=0.8462155011367315
Example:	Robert Recorde	guess=person	gold=	confidence=0.8667520393730787
Example:	Roger Bresnahan	guess=person	gold=	confidence=0.6427797400238368
Example:	Rogers Hornsby	guess=person	gold=	confidence=0.6597413399187672
Example:	Rolf M. Zinkernagel	guess=person	gold=	confidence=0.5153571919663146
Example:	Ronald E. McNair	guess=company	gold=	confidence=0.5815574581088176
Example:	Roussou,	guess=place	gold=	confidence=0.47221867712021603
Example:	Roy Rogers	guess=person	gold=	confidence=0.3604955124845618
Example:	Rumaysa bint Milhan	guess=movie	gold=	confidence=0.4512983872404818
Example:	Ruth Moufang	guess=person	gold=	confidence=0.3179707469282422
Example:	Sam Walton	guess=person	gold=	confidence=0.6350863277888464
Example:	Samuil Shatunovsky	guess=person	gold=	confidence=0.6037500360997721
Example:	Schack August Steenberg Krogh Krogh	guess=movie	gold=	confidence=0.5864679051381043
Example:	Sergius IV	guess=person	gold=	confidence=0.6641085280536738
Example:	Severo Ochoa	guess=movie	gold=	confidence=0.5261544014302675
Example:	Sharon Christa McAuliffe	guess=movie	gold=	confidence=0.3585099838315041
Example:	Sidney Bechet	guess=movie	gold=	confidence=0.4565387178460361
Example:	Simon Lhuilier	guess=person	gold=	confidence=0.684803422224209
Example:	Simone Martini	guess=person	gold=	confidence=0.4150872943346285
Example:	Sir Alexander Fleming	guess=person	gold=	confidence=0.8002406429031884
Example:	Sir Arthur Harden	guess=person	gold=	confidence=0.9782074521635186
Example:	Sir Christopher Wren	guess=person	gold=	confidence=0.9528352259747004
Example:	Sir Hans Adolf Krebs	guess=person	gold=	confidence=0.9833156245730661
Example:	Sir Henry Hallett Dale	guess=person	gold=	confidence=0.9616126976074696
Example:	Sir James Jeans	guess=person	gold=	confidence=0.9883458206044524
Example:	Sir John Warcup Cornforth	guess=person	gold=	confidence=0.979419956596068
Example:	Sir Ronald Ross	guess=person	gold=	confidence=0.92331441887943
Example:	Solomon Lefschetz	guess=movie	gold=	confidence=0.5675710431717307
Example:	St. Celestine I	guess=person	gold=	confidence=0.8403791106647
Example:	St. Hyginus	guess=person	gold=	confidence=0.5551997233122147
Example:	St. Martin I	guess=person	gold=	confidence=0.9018437009170801
Example:	St. Thomas Aquinas	guess=person	gold=	confidence=0.8457362760338855
Example:	St. Zosimus	guess=person	gold=	confidence=0.6252368902975557
Example:	Stanislaw M. Ulam	guess=movie	gold=	confidence=0.7248501216571862
Example:	Stanislaw Mazur	guess=movie	gold=	confidence=0.4150741304713178
Example:	Stanley Kubrick	guess=person	gold=	confidence=0.4299513759719185
Example:	Steve Buscemi	guess=person	gold=	confidence=0.8519839808142579
Example:	Stieg Trenter	guess=movie	gold=	confidence=0.3502514317534815
Example:	Susumu Tonegaw	guess=movie	gold=	confidence=0.42370034148855806
Example:	Tartaglia	guess=place	gold=	confidence=0.4853271884823587
Example:	Thabit ibn Qays	guess=movie	gold=	confidence=0.4985362001140536
Example:	Thales	guess=place	gold=	confidence=0.6718379286363176
Example:	Thales of Miletus	guess=movie	gold=	confidence=0.5421440937243853
Example:	Thanatos	guess=place	gold=	confidence=0.6888881109171746
Example:	Theodor Reye	guess=movie	gold=	confidence=0.95900567906973
Example:	Theodosius of Bithynia	guess=movie	gold=	confidence=0.9955412228280115
Example:	Thomas Carey	guess=person	gold=	confidence=0.7498678756206527
Example:	Thomas Digges	guess=person	gold=	confidence=0.7792310287012713
Example:	Thomas Edward Lawrence	guess=person	gold=	confidence=0.893998207144493
Example:	Thomas Heatherington	guess=person	gold=	confidence=0.549362966128342
Example:	Thomas Ward Custer	guess=person	gold=	confidence=0.8727610767686145
Example:	Tobey Maguire	guess=movie	gold=	confidence=0.4335993396899429
Example:	Tojo Hideki	guess=movie	gold=	confidence=0.7498116714618775
Example:	Tom Hanks	guess=person	gold=	confidence=0.5468818866991455
Example:	Tommaso Boggio	guess=movie	gold=	confidence=0.6738286286271221
Example:	Tristan & Isolde	guess=company	gold=	confidence=0.5919534824138383
Example:	Tutankhamen	guess=place	gold=	confidence=0.7976921502953983
Example:	Ulysses Simpson Grant	guess=movie	gold=	confidence=0.5076665262420967
Example:	Vaughan Jones	guess=person	gold=	confidence=0.7243173163136802
Example:	Vigdis Finnbogadottir	guess=movie	gold=	confidence=0.38187010219321005
Example:	Vilhelm Bjerknes	guess=place	gold=	confidence=0.4205228064998579
Example:	Viscount Goderich	guess=person	gold=	confidence=0.32376180498860535
Example:	Wendy O.williams	guess=movie	gold=	confidence=0.3760955409676035
Example:	Wild Bill Hickok	guess=person	gold=	confidence=0.9551734485868028
Example:	Wilhelm Wirtinger	guess=person	gold=	confidence=0.8915733424869193
Example:	William Buckland	guess=person	gold=	confidence=0.8921577123430146
Example:	William Burnside	guess=person	gold=	confidence=0.9333756845638955
Example:	William Butler Yeats	guess=person	gold=	confidence=0.9254175595290242
Example:	William Clifford	guess=person	gold=	confidence=0.848103828244902
Example:	William D. Phillips	guess=person	gold=	confidence=0.9426600231518513
Example:	William Gladstone	guess=person	gold=	confidence=0.8709489440171694
Example:	William Hamilton	guess=person	gold=	confidence=0.8930327779011948
Example:	William Howard Taft	guess=person	gold=	confidence=0.8867918283797575
Example:	William Rankine	guess=person	gold=	confidence=0.9314445577149131
Example:	William Rothenstein	guess=person	gold=	confidence=0.8779264828706145
Example:	William Tecumseh Sherman	guess=person	gold=	confidence=0.9125564523574444
Example:	William Whiston	guess=person	gold=	confidence=0.9102388783798785
Example:	William Winstanley	guess=person	gold=	confidence=0.8859519351284172
Example:	Willis Carrier	guess=person	gold=	confidence=0.9465812421644804
Example:	Yaroslav Lopatynsky	guess=movie	gold=	confidence=0.4884321441147147
Example:	Yates Frank	guess=movie	gold=	confidence=0.5241834186720525
Example:	Yudell Luke	guess=person	gold=	confidence=0.39466898572448983
Example:	Yulian-Karl Sokhotsky	guess=movie	gold=	confidence=0.37563891556977985
Example:	Zacharie Astruc	guess=person	gold=	confidence=0.35229345400781487
Example:	ibn Sina	guess=person	gold=	confidence=0.3407298568881843
Example:	Aberdare	guess=place	gold=	confidence=0.6222106527222497
Example:	Aberdyfi	guess=place	gold=	confidence=0.5508440777996891
Example:	Ahlen	guess=place	gold=	confidence=0.45995675432677846
Example:	Algajola	guess=place	gold=	confidence=0.43550895694427627
Example:	Allogny	guess=place	gold=	confidence=0.4179872662792033
Example:	Alphen	guess=drug	gold=	confidence=0.4682877944066881
Example:	Altnaharra	guess=place	gold=	confidence=0.6930091114453657
Example:	Ambonnay	guess=place	gold=	confidence=0.5660396636594625
Example:	Arbois	guess=place	gold=	confidence=0.2944786682946272
Example:	Arcadia	guess=drug	gold=	confidence=0.3436007570806213
Example:	Arkansas	guess=place	gold=	confidence=0.5309586346789636
Example:	Armthorpe	guess=place	gold=	confidence=0.541305847313037
Example:	Arnhem	guess=place	gold=	confidence=0.5188770972425628
Example:	Ashwell	guess=place	gold=	confidence=0.8708613759521258
Example:	Auvillar	guess=place	gold=	confidence=0.38136967091578505
Example:	Baarn	guess=place	gold=	confidence=0.4380891485339616
Example:	Bad Bentheim	guess=place	gold=	confidence=0.435610319968822
Example:	Baden-Wuerttemberg	guess=place	gold=	confidence=0.9959579814665909
Example:	Bagshot	guess=place	gold=	confidence=0.7392139454133966
Example:	Ballymena	guess=place	gold=	confidence=0.727561532543707
Example:	Balsall Common	guess=drug	gold=	confidence=0.2843030948965872
Example:	Bangor (Wales)	guess=place	gold=	confidence=0.9445319861701265
Example:	Barjac	guess=person	gold=	confidence=0.3573678289518222
Example:	Barking and Dagenham	guess=movie	gold=	confidence=0.5387023764921689
Example:	Barmouth	guess=place	gold=	confidence=0.6794978379553356
Example:	Barnard Castle	guess=person	gold=	confidence=0.40762940545640447
Example:	Barrack Heights	guess=person	gold=	confidence=0.5426408558846902
Example:	Baud	guess=place	gold=	confidence=0.5236538052761137
Example:	Beers	guess=place	gold=	confidence=0.5453288922604682
Example:	Belfield	guess=place	gold=	confidence=0.6503639288715237
Example:	Bellangry	guess=place	gold=	confidence=0.7717570475683003
Example:	Berrima	guess=place	gold=	confidence=0.4499904585599381
Example:	Betws-y-Coed	guess=drug	gold=	confidence=0.5261688272470487
Example:	Bexhill-on-Sea	guess=drug	gold=	confidence=0.7184542006128576
Example:	Biberach	guess=place	gold=	confidence=0.5573087254108496
Example:	Bibury	guess=place	gold=	confidence=0.47688555256409626
Example:	Bierton	guess=place	gold=	confidence=0.38256410061152996
Example:	Billericay	guess=person	gold=	confidence=0.40042156833411646
Example:	Bishopton	guess=place	gold=	confidence=0.738195709431735
Example:	Blackburn (Lancs.)	guess=place	gold=	confidence=0.9369379914964652
Example:	Blackwater	guess=place	gold=	confidence=0.5770123819939856
Example:	Bollington	guess=place	gold=	confidence=0.6790985272814312
Example:	Bondi Junction	guess=person	gold=	confidence=0.7022747155697737
Example:	Bopfingen	guess=place	gold=	confidence=0.6139201783362748
Example:	Borley	guess=place	gold=	confidence=0.5031657484639691
Example:	Bosnia and Herzegovina	guess=movie	gold=	confidence=0.706739503996019
Example:	Bournemouth	guess=place	gold=	confidence=0.83147657241123
Example:	Bradford	guess=place	gold=	confidence=0.8910251944836352
Example:	Branston (Leicestershire)	guess=place	gold=	confidence=0.9892904060105977
Example:	Bridgwater	guess=place	gold=	confidence=0.9124843352226352
Example:	Brighouse	guess=place	gold=	confidence=0.8448593651241135
Example:	Brixham	guess=place	gold=	confidence=0.6514419547470722
Example:	Bude	guess=place	gold=	confidence=0.5023875565443119
Example:	Budleigh Salterton	guess=place	gold=	confidence=0.431715290941162
Example:	Bulgaria	guess=place	gold=	confidence=0.4742380315451004
Example:	Bungwahl	guess=place	gold=	confidence=0.8891665055792165
Example:	Bunnik	guess=place	gold=	confidence=0.5072370205651042
Example:	Burgh Heath	guess=place	gold=	confidence=0.6392017055327784
Example:	Burgundy	guess=place	gold=	confidence=0.9191096020472732
Example:	Bury St. Edmunds	guess=company	gold=	confidence=0.35252966194952695
Example:	Busby	guess=place	gold=	confidence=0.5268985608596574
Example:	Butzbach	guess=place	gold=	confidence=0.4846744769843121
Example:	Cambodia	guess=place	gold=	confidence=0.5755222130768829
Example:	Camperdown	guess=place	gold=	confidence=0.8234991272581409
Example:	Canvey Island	guess=company	gold=	confidence=0.47140125544135963
Example:	Carnoux-en-Provence	guess=drug	gold=	confidence=0.7545933826832565
Example:	Castlederg	guess=place	gold=	confidence=0.8747860731255778
Example:	Castleford	guess=place	gold=	confidence=0.8543913377992473
Example:	Ceres	guess=drug	gold=	confidence=0.30548363252176935
Example:	Cestas	guess=place	gold=	confidence=0.4253421402574427
Example:	Challacombe	guess=place	gold=	confidence=0.7460044293193707
Example:	Charlwood	guess=place	gold=	confidence=0.8015269659525533
Example:	Chatsworth	guess=place	gold=	confidence=0.8975003023559677
Example:	Checkendon	guess=place	gold=	confidence=0.763956670616764
Example:	Cheltenham	guess=place	gold=	confidence=0.8508218700204777
Example:	Chesham	guess=place	gold=	confidence=0.770887486378306
Example:	Chessington	guess=place	gold=	confidence=0.7937458460461672
Example:	Chilton (Durham)	guess=place	gold=	confidence=0.936276465392349
Example:	Chipping	guess=company	gold=	confidence=0.37115008956023127
Example:	Chorley	guess=place	gold=	confidence=0.45879052407247395
Example:	Chorleywood	guess=place	gold=	confidence=0.7380133138551933
Example:	Churchdown	guess=place	gold=	confidence=0.902396443126475
Example:	Clare	guess=person	gold=	confidence=0.5142985200893211
Example:	Claye-Souilly	guess=drug	gold=	confidence=0.40651235308661826
Example:	Cleckheaton	guess=place	gold=	confidence=0.6056795280422979
Example:	Cogolin	guess=place	gold=	confidence=0.3096576635745066
Example:	Colmar	guess=place	gold=	confidence=0.32816099193779286
Example:	Colorado	guess=place	gold=	confidence=0.40357333475341783
Example:	Condom	guess=place	gold=	confidence=0.5095976882465741
